 Blood Bank Name, Address, Contact No, Latitude, Longitude
Pt. Deen Dayal Upadhaya Combined District Hospital,"Civil Lines
Moradabad, Uttar Pradesh ",0591 2410670,28.848179,78.765907
Asian Vivekanand Super Specialty Hospital Blood Bank,Faizabad,0591 2551100,28.883923,78.736882
Dr. Chaturvedi Central Blood Bank,Renukoot,"0591 2413857, 0591 2422395",28.845183,78.774082
Sri Sai Hospital and Blood Bank,"Mansarovar Scheme, Delhi Road",0591 2481720,28.840201,78.752813
Teerthankar Mahaveer Hospital and Research Centre,"N.H. 24, Delhi Road, Bagadpur, Moradabad, Uttar Pradesh 244001","0591 2476819, 16, 2360777 ",28.822812,78.65787
"Cosmos Hospital, Multi Speciality and Trauma Centre","Prem Nagar, P.O.- Kazipura, Kanth Road","0591 2555500, 0591 2555501",28.894018,78.729084
Sahu Rameshwar Saran Kothiwal Hospital & Heart Care Centre (Blood Bank),"Mora Mustaqueem, Kanth Road",0591-2452995,28.895303,78.728224
District Hospital Blood Bank,Banda,0131 2440407,29.478774,77.696912
Muzaffarnagar Medical College and Hospital,"Opposite Begrajpur Industrial Area, Ghasipura",01396 52702,29.372403,77.706668
Jeevan Rekha Charitable Blood Bank,Gandhi Stadum Road,05882 253269,28.6248929,79.8087219
District Hospital Blood Bank,Lucknow,0595 2324687,28.807443,79.014396
Maulana Mohamad Ali Johar Hospital, Nainital Road,"0595 2341916, 0595 2329242",28.818555,79.060106
Tarawati Nursing Home Private Limited Blood Bank, Bajoria Road,0132 2716003,29.95683,77.557192
"SBD, District Hospital","Bajoria Road 
",0132 2715408,29.955375,77.559465
"Glocal Medical College, Super Specialty Hospital & Research Centre Blood Bank","Delhi Yamunotri (State Highway-57), Mirzapur Poll",13222716234,30.290189,77.641531
District Hospital Blood Bank,Khalilabad,05547 226392,26.732839,83.139134
Maharaja Chet Singh District Hospital,Gyanpur,04414 251406,25.358723,82.464122
District Hospital Blood Bank,Ambedkar Nagar,05842 240209,27.871234,79.913853
Swami Vivekanand Charitable Blood Bank,"  A unit of Swami Vivekanand Charitable Trust Regd.,   Near Anta Chauraha",05842 280224,27.874974,79.915468
Rohilkhand Hospital Blood Bank,Banthra,7080802008,27.9245892,79.82127
Shamli Charitable Blood Bank," Run by Jan Jeevan Kalyan Samity, Plot No. 25, Rampuram Colony, Kairana Road, Shamli",JAWAHAR LAL PRESIDENT,29.4626967,77.3368993
District Combined Hospital Blood Bank,District Combined Hospital,05250 222704,28.7715965,78.3387066
BCM Hospital Blood Bank,Khairabad,"05862 252228, 05862 252850",27.530523,80.745172
Hind Blood Bank And Component Center,Atariya,0522-4927277,27.1664842,80.8682203
Hindalco Hospital Blood Bank,"Plant -1 Road, Renukoot","05446 252077, 05446 252079, 05446 254791, 05446 254796",24.212959,83.036739
Sanjay Gandhi Hospital Blood Bank,"SH 34, Katra Maharan",05368 255009,26.210663,81.807126
District Hospital Blood Bank,Orai,0515 2840149,26.537805,80.478884
Banaras Heart Hospital Component Blood Bank,"62, Chandrika Nagar, Sigra",0542 2224567,25.311963,82.986551
Heritage Hospital,LANKA BHU ROAD,0542 2368888,25.279165,83.003404
Sir Sunderlal Hospital Blood Bank,"IMS, BHU, Lanka
","0542 2369237, 0542 2309408",25.276992,83.001231
Santushti Hospital Private Limited Blood Bank,"N8/180-B-51, BHU - DLW Road, DLW Sunderpur Road, Sunderpur, Newada, Varanasi, Uttar Pradesh",0542 2316230,25.282632,82.975715
Apex Hospital Component Blood Bank ,"Apex Welcare Trust, N-7/2, A-5, D.L.W. Hydil Road",0542 2316794,25.283163,82.968511
Pt. Deen Dayal Upadhayay Government Hospital,Pandeypur,0542 2505073,28.628047,77.112399
AIIMS Rishikesh,"Virbhadra Marg, Pashulok",0135-2462967,30.0818351,78.2887633
District Hospital ,"District Hospital, Almora",0596 223 0225,29.59808,79.659042
Govind Singh Mahra Government Hospital Blood Bank,"GSM Government Hospital, Ranikhet ",05962 30064,29.643481,79.438859
Gopeshwar (Chamoli) District Hospital Blood Bank,"District Hospital, Gopeshwar (Chamoli)",01372 222230,30.410086,79.320134
IMA Blood Bank of Uttarakhand,"47, Ballupur Road, Dehradun ","0135 2755010, 0135 2755011",30.334225,78.017667
Max Super Speciality Hospital Blood Bank,"Mansa Malsi, Khasra No. 165-166, Massorie Diversion Road
Near indian oil petrol Pump",0135 6673031,30.373737,78.074684
Sainik (Military Hospital) Hospital Blood Bank,"Army Canteen, Dehradun ",0135 2702413,30.316493,78.032191
Shri Mahant Indiresh Hospital Blood Bank,"Patel Nagar, Dehradun ","0135 2522270, 01356672576",30.304956,78.021322
Himalayan Institute Trust Blood Bank,"HIHT, Jolly Grant, Dehradun
Near Airport",0135 247 1455,30.192882,78.164815
SPS Government Hospital Blood Bank,"SPS Government Hospital, Rishikesh ","0135 2430096,  0135 2431032",30.108705,78.295839
Ramakrishna Mission Sevashrana Blood Bank,"Opposite to Harihar Ashram, Ramakrishna Mission",1334244985,29.933208,78.148128
BHEL Hospital Blood Bank ,"Near HDFC bank BHEL, Haridwar ",1334281217,29.94804,78.115461
Government Combined Hospital Blood Bank Roorkee,"Government Hospital, Dehradun Road, Roorkee
Near Idgah chowk",133 2264333,29.878353,77.878609
Sainik Hospital Blood Bank,"Army Canteen, Roorkee",01332 279976,29.854008,77.886842
Dr. Susheela Tiwari Memorial Hospital Blood Bank,"STM Govt Hospital Rampur Road, Haldwani. 
Opposite to FTI Building","05946, 234104, 3313, 3312",29.204322,79.515729
Soban Singh Jeena Base Hospital (SSJ) Blood Bank,"Near Roadways Bus Stand, Haldwani ",0594 625 0223,29.215833,79.52931
Government Combined Hospital Blood Bank,"Government Hospital Pauri Road, Kotdwar","01382 222021, 01382 229740",29.751387,78.524142
District Hospital Blood Bank,"District Hospital, Pauri Garhwal",01368 222086,30.150844,78.773687
H.N. Bahuguna Government Base Hospital Blood Bank,"Base Hospital, Badrinath Road, Srinagar ",01346 222706,30.222802,78.816142
B.D. Pandey District Hospital Blood Bank,"District Hospital Mallital, Nainital ",05942 235022,29.587434,80.211347
B.D. Pandey (P) Hospital Blood Bank,"B.D. Pandey District Hospital, Pithoragarh ",05964 25687,29.587436,80.211345
L.D. Bhatt Governmentt Hospital Kashipur,"Ramnagar Road Kashipur Udam singh nagar,
Opposite to Domino&#39;s Kashipur Ramnagar Road",05947 278443,29.218682,78.963999
Jeevan Rekha Hospital Blood Bank,"Kachnal Gazi, Manpur Road","05947 261203, 05947 261202",29.238855,78.965199
Uttarkashi District Hospital Blood Bank,"District Hospital, Near Vishwanath Temple",0137 422 2082,30.729788,78.442688
Barasat District Hospital Blood Bank,P.O. Barasat,033 25840347,22.721578,88.492236
Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank,"Barrackpore, District- North 24 Parganas P.O. Barrackpore",033 25923676 ,22.7516453,88.3709966
S.D. Hospital Blood Bank Basirhat,P.O. Basirhat,03217 267506,22.666139,88.89003
Bongaon S.D. Hospital Blood Bank (Dr. J.R. Dhar),P.O. Bongaon,03215 255073,23.047662,88.822849
Canning Sub Divisional Hospital Blood Bank,Canning,03218 255 242,22.314134,88.659722
Diamond Harbour Hospital Blood Bank,"Diamond Harbour Rd, Harindanga","03174 255237, 03174-255346",22.197588,88.190999
Baruipur Sub-Divisional Hospital Blood Bank,"Subuddhipur, Baruipur,","033 2433 5303, 03324332043",22.359212,88.4335733
Bankura Sammilani Medical College and Hospital Blood Bank,"Gobindanagar, P.O.- Kenduadihi","03242 241366, 03242 244701, 702, 703",23.233875,87.037024
Little Heart Childrens Hospital Private Limited Blood Bank,"271/7/1, Taragoti Samanta Road, Kenduadihi
","03242 243352,  03242 243829",23.2328678,87.0347214
Bishnupur S.D. Hospital Blood Bank ,P.O. Bishnupur,03244 253075,23.068944,87.309801
Khatra SD Hospital Blood Bank,Hospital Road,03243-256029,22.969097,86.848541
Asansol District Hospital Blood Bank ,"SB Gorai Rd, Hamid Nagar",0341  2304040,23.676673,86.974114
ECL Central Hospital Kalla Blood Bank ,"Domohani Rd, C H Kalla, Near Kazi Nazrul University",0341 221910 ext 1125,23.7012794,86.9963121
Divisional Railway Hospital Blood Bank Asansol,Asansol,0341 2220529,23.674512,86.941165
Kasturba Gandhi Hospital Blood Bank,"Chittaranjan Locovotive Works, Barddhaman Rd, Alipore
","0341 252 5645, 0342 2525822",23.849528,86.895907
Rashmi Blood bank,"Saheed Shibsankar Seba Samity, Baburbag Rd, Baburbag, 
Near Burdwan Fire Station",0342 2657251,23.254108,87.853364
Burdwan Medical College and Hospital Blood Bank,"Near Baburbag Road, Bardhaman University","03422665908, 0342 2559777",23.244835,87.857325
Burnpur Hospital SAIL-ISP Blood Bank,IiSCO Steel Plant Ltd,"0341 2231332, 0341 2231227",23.6660013,86.9451971
Sanctoria Hospital Blood Bank,"2, Jhalbagan, Sanctoria","0341 2523576, 0341 2523577, 0341-2521035",23.7061752,86.8280197
Bidhannagar Sub-Divisional Hospital Blood Bank ,"Bidhannagar, Dr. Zakir Hussain avenue","0343 253 4153, 0343 2533951",23.5370135,87.331789
Durgapur Steel Plant Hospital Blood Bank,"J. M. Sengupta Road, Durgapore-V, Burdwan (west),B-Zone.","03432746319, 0343 2745967",23.572531,87.30336
The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited),"Plot No: 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar","0343 2535555,Ext:-188",23.5201833,87.3554804
Vivekananda Hospital Private Limited Blood bank,"Dr. Zakir Hussain Avenue, Bidhan Nagar
Beside Durgapur Esi Hospital","0343 2532430 , 2531001, 2531002, 2531003 ",23.523226,87.339337
IQ City Narayana Multispeciality Hospital Blood Bank,"Sovapur, Bijra Road, Jemua","0343 2608522, 0343 260 8000, 3432608335",23.570751,87.3372
Kalna Sub Divisional Hospital Blood Bank ,STKK Road,03454 255052,23.223472,88.346155
"Hemraj Blood Bank, Katwa S.D. Hospital","Kachari Road, ",03453 255060,23.646029,88.126393
Life Line Blood Bank,"N.C.B. Road, P.O.- Raniganj, Burdwan 
Near Neilkantha Hotel",0341 2440590,23.68721,86.973343
Rampurhat S.D. Hospital Blood Bank,"P.O. Rampurhat, Rampurahat hospital Road, Besides of NH-60
","03461 255102, 03461 255285",24.188551,87.7930965
Bolpur Sub Divisional Hospital Blood Bank,Nanoor Chandidas Road,03463 221136,23.663705,87.690853
Suri Sadar District Hospital Blood Bank,P.O. Suri,"03462 255483, 03462 255766",23.915783,87.516918
Cooch Behar Municipality Hospital Blood Bank,"Cooch Behar Municipality Building (Ground Floor), Near Sagar Dighi, Po - Cooch Behar",03582 222286,26.3193973,89.4406897
M.J.N Hospital Blood Bank,Silverjubilee Road,03582 231049,26.32175,89.446384
"St. John Ambulance Association, Cooch Berar District Centre","Sagardighi North Collectorate Building,  P.O. Cooch Behar  ","03582 227693, 03583 227497",26.3227486,89.43823
Balurghat District Hospital Blood Bank,"West Dinajpur, Balurghat","03522 255 288, 03522 270464, 03522 255641",25.247506,88.781652
Base Hospital and Blood Bank,"158, C/O 99 APO, Siliguri ",8116603913,26.712463,88.317248
Darjeeling District Hospital Blood Bank ,"Hill Cart Road, Near Darjeeling Police Station","03542 2254218,  03542 255636",27.0444301,88.2624757
S.D. Hospital Blood Bank Siliguri,P.O. Siliguri,0353 2533133,26.711004,88.427963
Kalimpong Sub Divisional Hospital Blood Bank ,"Kalimpong Hospital, Chotta Bhalukhop"," 03552 255 363, 03552255245",27.072148,88.472107
Kurseong Sub Divisional Hospital Blood Bank ,"Burdawan Road, Near Kurseong Palace Hotel",0354 2344333,26.880521,88.277576
North Bengal Medical College Hospital Blood Bank,"Thiknikata,  P.O. Shusrut Nagar","03532585174, 03532 585483",26.691918,88.380047
Siliguri Terai Lions Charitable Trust Blood Bank ,"A Unit of Lions Club of Siliguri Terai,
Dist 322F,  2nd Mile, Sevoke Road, Siliguri.",0353 2548925,26.740331,88.439515
"Paul P. Harris, Siliguri Rotary Blood Bank","Rotary Hall, Pradhan Nagar, 
Near Medica North Bengal Clinic",0353 2573240,26.7304824,88.4166094
Arambagh Sub Divisional Hospital Blood Bank ,Opposite to ravindra Bhavan,"03211 255962, 03211 255095",22.887385,87.786016
Imambara Sadar Hospital Blood Bank,"New Hospital Road, Akhanbazar",033 26800236,22.8926,88.399647
Chandannagar Sub Divisional Hospital Blood Bank ," Helapukur Rd, Last French Colony, Chandannagar","033 2683 5398, 033 26859443",22.866913,88.369249
Walsh Hospital  Blood Bank,"Serampore Walsh S.D. Hospital, 22/A T.C Goswami Street, Opposite Holy home school",033 26526305,22.755211,88.346626
Sanjiban Hospital Blood Bank,"A Unit of Chikitsabrati Udyog
Monsatala More, Fuleswas, P.O. Sijberia","033 71666026, 03371666000",22.4807481,88.1152976
Howrah Orthopaedic Hospital Blood Bank,"222, Church Road, Howrah Railway Station
Near Bijoy krishna Girls&#39; college","033-26413688, 033 26411642",22.5839912,88.3356088
Howrah District Hospital Blood Bank,"09, Biplabi Haren Ghosh Sarani",033 26411227 / 033 26418821,22.580194,88.335924
Uluberia Sub-Divisional Hospital Blood Bank ,"Uluberia Station Road, Near Uluberia Station",033 26612928,22.470189,88.094533
"Blood Bank, 164, Millitary Hospital",99 A.P.O. Binnaguri,"0356 3259773, 0356 3259773 ",26.7552294,89.073372
Air Force Hospital Blood Bank,"No. 10 , P.O. Hasimara",03566 255060,26.7044458,89.3603002
Alipurduar Sub Divisional Hospital Blood Bank ,"Hospital Rd, Alipurduar",03564 274085,26.484428,89.523071
Jalpaiguri Sub Divisonal Hospital Blood Bank,Hospital para ,03561 220047,26.529163,88.727445
B.M. Birla Heart Research Centre Blood Bank," 1/1 National Library Avenue
","033 30403040, 033 30403112 ",22.53269,88.328346
B.R. Singh Hospital Blood Bank,"Eastern Railway, Sealdah ",033 23523679,22.565712,88.370758
Belle Vue Clinic Blood Bank,"9, Dr. U. N. Bramachari Street.","033 22872321, 033 22876725, 033 22877973",22.542571,88.355055
Bhoruka Research Centre for Haematology and Blood Transfusion,"63 Rafi Ahmed Kidwai Road, Kolkata ",033 22658092,22.555075,88.357116
Peerless Hospital and Research Center Limited Blood Bank,360 Panchasayar,"03211 24622394, 03211 24620071, 03211 24620072, 03211 24620073",22.480926,88.39381
Mission of Mercy Hospital and Research Centre Blood Bank,Park Street,"033 66352095, 033 66352099",22.548112,88.3600601
Apollo Gleneagles Hospital Limited Blood Bank,"58, Canal Circular Road","033 23202122, 033 23203040",22.574843,88.401517
Barasat Cancer Research and Welfare Centre Blood Bank,"Banamalipur, Barasat ","033 25522222, 033 25522562, 033 2552500",22.7240431,88.4887791
Central Hospital Blood Bank,"South Eastern Railway, 11, Garden Rich Road",033 24504074,22.5460158,88.3103853
Command Hospital (EC) Blood Bank,Alipore Road,"033 22226415, 033 22226411",22.529472,88.330501
Chittaranjan National Cancer Institute Blood Bank,"37, SP Mukherjee Road",033 24765101 ,22.526268,88.347256
Calcutta National Medical College Hospital Blood Bank,"24, Gorachand Road
","033 22848397,033 22844834",22.546116,88.371121
Indian Association of Blood Cancer and Allied Diseases,"81-C Narkeldanga Main Road, Phool Bagan, Beliaghata
Kolkata, West Bengal 700054","033 64610972, 033 23730138",22.5718203,88.3924006
Institute of Blood Transfusion Medicine and Immunohaematology,"205, Vivekananda Road, Maniktala ",033 23510619,22.585192,88.375102
"ESI Hospital, Maniktala Blood Bank","Maniktala, 55, Bagmari Road",033 23557212,22.58558,88.392535
Lions District 322B1 Blood Bank,27/8A Water Loo Street,033 2248 5778,22.5675717,88.3510506
Calcutta Medical College Hospital Blood Bank,"88, College Street",033 22551591,22.573681,88.360779
Marwari Relief Society Blood Bank,"227, Rabindra Sarani",033 22745675,22.5828594,88.3574931
Life Care Medical Complex Private Limited Blood Bank,204/1 B Linton Street. ,"033 22846940, 033 22896768",22.549891,88.370811
N.R.S. Medical College and Hospital Blood Bank,"138, A.J.C. Bose Road",033 22652214 Ext.3003,22.561845,88.370626
M.R. Bangur Hospital Blood Bank,"Deshapran Sashmal Road, Tollygunge","033 24727873, 033 24730000",22.499155,88.346592
Peoples Blood Bank,"90A, S.P. Mukherjee Road","033 24555164, 033 24555027",22.525654,88.346302
Blood Bank Ramkrishna Mission Seva Prathisthan,"99, Sarat Bose Road,",033 24753636,22.5233814,88.351709
R.G. Kar Medical College and Hospital Blood Bank,"Belgachia Road. 1, Khudiram Bose Sarani
",033 25331277,22.604657,88.378256
S.S.K.M Hospital Blood Bank,"244, A. J. C. Bose Road ",033 22234147,22.539616,88.343926
Woodland Multispeciality Hospital Limited Blood Bank,"8/5,Alipore Road
",033- 2456 7075 - 7089,22.53223,88.329213
Saroj Gupta Cancer Centre and Research Institute Blood Bank,"Mahatma Gandhi Road, Thakurpukur",033 24532781,22.4591971,88.3196724
The Haemophilia Society Calcutta Chapter Blood Bank,"Singhabari, Kalikapur, E.M. Bye Pass","033 24263739, 033 24264273",22.502558,88.4005252
KPC Medical College and Hospital,"Jadavpur, 1F, Raja S.C. Mullick Road","033 66211765, 033 30016100, 033 30016299",22.4938363,88.3731117
Health Point - A Multispeciality Hospital Blood Bank,"21/1, Prannath Pandit Street, (Opposite Lansdown Padmapukur)","033 64556455, 033 30575735",22.531068,88.353145
"Ashok Laboratory, Centre for Transfusion, Medicine and Clinical Research",308 Jodhpur Park,"033 24148250, 033 24720333",22.5078809,88.3639574
"Blood Bank, ESIC Hospital and ODC (E.Z.)","Diamond Harbour Road, P.O. Joka ","033 24381631, 033 24671764, 033 24671322, 033 24676280, 033 24672799",22.453064,88.302505
Cord Life Sciences India Private Limited Blood Bank,"P.L.Deuty Road (Off. Diamond Harbour Road), Bishnupur, South 24-Pgs.",098713 21804,22.3923025,88.2717419
Fortis Hospitals Limited Blood Bank," 730, Anandpur, EM Bypass", 033 - 66284230 / 8585030368,22.52022,88.401133
Tata Medical Centre Trust Blood Bank,"14 Mar (EW), New Town, Rajarhat",0322 4269048,22.577236,88.479461
Institute of Child Health Blood Bank,"11 Dr. Biresh Guha Street, Kolkata ",033 22905686,22.5387081,88.3719339
Medica Super Specialty Hospital Blood Bank,"1st Floor, 127, Mukundapur, E.M. Bypass  ",033 66525000,22.494356,88.400972
College of Medicine and Sagore Dutta Hospital Blood Bank,Kmarhati,033 25834277,22.6749766,88.374313
Malda Medical College & Hospital Blood bank,"Malda Medeical College&Hospital, P.O.- Malda, P.S. - English Bazar,","(03512) 221087, 221085,  221427, 252480",24.99533,88.137375
Contai Sub Divisional Hospital Blood Bank,"Vill. : Darua, P.O.: Darua, P.S. : Contai",03220- 254464.,21.781682,87.776009
Haldia Sub Divisional Hospital Blood Bank,"Basudevpur, P.O.-Khanganchak, PS- Durgachak

Near SDO office Haldia and ADM Office",032 24277441,22.0806305,88.142764
"Dr. Bidhan Chandra Roy Hospital Blood Bank, Haldia (A Unit of ICARE)  ","Vill-Banbishnupur, P.O.- Balughata, P.S. Bhawanipur, Purba Medinipur Pin-721645","0322 4269225, ",22.0639805,88.0360249
Purba Medinipur District Hospital Blood bank,P.O. Tamluk,"03228 263233, 263209",22.286378,87.919661
Ghatal Sub Divisonal Hospital Blood Bank ,"SH 4, Kuspata, Ghatal",03225 255064,22.657052,87.737725
Jhargram Blood Bank,"Jhargram District Hospital, 
P.O. Jhargram, Raghunathpur",03221 259789,22.447732,86.997281
